"Designator","Footprint","Mid X","Mid Y","Ref X","Ref Y","Pad X","Pad Y","Layer","Rotation","Comment",
"C27","C_1812_HandSoldering","63.53033mm","107.116117mm","63.53033mm","107.116117mm","65.58094mm","109.166727mm","B","225","33pF 3KV",
"C28","C_1812_HandSoldering","56.103552mm","41.853553mm","56.103552mm","41.853553mm","54.052942mm","39.802943mm","B","45","47pF 3KV",
"C28","C_1812_HandSoldering","77.646447mm","81.853552mm","77.646447mm","81.853552mm","79.697057mm","79.802942mm","B","135","47pF 3KV",
"C28","C_1812_HandSoldering","58.853553mm","78.146447mm","58.853553mm","78.146447mm","56.802943mm","80.197057mm","B","315","47pF 3KV",
"C29","C_1812_HandSoldering","53.275126mm","44.681981mm","53.275126mm","44.681981mm","51.224516mm","42.631371mm","B","45","47pF 3KV",
"C29","C_1812_HandSoldering","74.818019mm","79.025126mm","74.818019mm","79.025126mm","76.868629mm","76.974516mm","B","135","47pF 3KV",
"C29","C_1812_HandSoldering","61.681981mm","80.974874mm","61.681981mm","80.974874mm","59.631371mm","83.025484mm","B","315","47pF 3KV",
"C3","C_1812_HandSoldering","11.540738mm","99.545049mm","11.540738mm","99.545049mm","9.490128mm","97.494439mm","B","45","10pF 3KV",
"C3","C_1812_HandSoldering","7.709262mm","118.204951mm","7.709262mm","118.204951mm","9.759872mm","120.255561mm","B","225","10pF 3KV",
"C30","C_1812_HandSoldering","50.446699mm","47.510408mm","50.446699mm","47.510408mm","48.396089mm","45.459798mm","B","45","47pF 3KV",
"C30","C_1812_HandSoldering","71.989592mm","76.196699mm","71.989592mm","76.196699mm","74.040202mm","74.146089mm","B","135","47pF 3KV",
"C30","C_1812_HandSoldering","64.510408mm","83.803301mm","64.510408mm","83.803301mm","62.459798mm","85.853911mm","B","315","47pF 3KV",
"C31","C_1812_HandSoldering","47.618272mm","50.338835mm","47.618272mm","50.338835mm","45.567662mm","48.288225mm","B","45","47pF 3KV",
"C31","C_1812_HandSoldering","69.161165mm","73.368272mm","69.161165mm","73.368272mm","71.211775mm","71.317662mm","B","135","47pF 3KV",
"C31","C_1812_HandSoldering","67.338835mm","86.631728mm","67.338835mm","86.631728mm","65.288225mm","88.682338mm","B","315","47pF 3KV",
"C32","C_1812_HandSoldering","44.789845mm","53.167262mm","44.789845mm","53.167262mm","42.739235mm","51.116652mm","B","45","33pF 3KV",
"C32","C_1812_HandSoldering","66.332738mm","70.539845mm","66.332738mm","70.539845mm","68.383348mm","68.489235mm","B","135","33pF 3KV",
"C32","C_1812_HandSoldering","70.167262mm","89.460155mm","70.167262mm","89.460155mm","68.116652mm","91.510765mm","B","315","33pF 3KV",
"C33","C_1812_HandSoldering","52.557612mm","60.631728mm","52.557612mm","60.631728mm","54.608222mm","62.682338mm","B","225","47pF 3KV",
"C34","C_1812_HandSoldering","55.386039mm","57.803301mm","55.386039mm","57.803301mm","57.436649mm","59.853911mm","B","225","47pF 3KV",
"C35","C_1812_HandSoldering","58.214466mm","54.974874mm","58.214466mm","54.974874mm","60.265076mm","57.025484mm","B","225","47pF 3KV",
"C36","C_1812_HandSoldering","61.042893mm","52.146447mm","61.042893mm","52.146447mm","63.093503mm","54.197057mm","B","225","47pF 3KV",
"C37","C_1812_HandSoldering","63.87132mm","49.318019mm","63.87132mm","49.318019mm","65.92193mm","51.368629mm","B","225","47pF 3KV",
"C38","C_1812_HandSoldering","75.5mm","35.75mm","75.5mm","35.75mm","75.5mm","38.65mm","B","270","10pF 3KV",
"C38","C_1812_HandSoldering","98.25mm","27.25mm","98.25mm","27.25mm","100.30061mm","29.30061mm","B","225","10pF 3KV",
"C38","C_1812_HandSoldering","79.5mm","35.75mm","79.5mm","35.75mm","79.5mm","38.65mm","B","270","10pF 3KV",
"C39","C_1812_HandSoldering","78.5mm","26.4mm","78.5mm","26.4mm","78.5mm","23.5mm","B","90","10pF 3KV",
"C39","C_1812_HandSoldering","83.5mm","35.75mm","83.5mm","35.75mm","83.5mm","38.65mm","B","270","10pF 3KV",
"C4","C_1812_HandSoldering","8.712311mm","102.373476mm","8.712311mm","102.373476mm","6.661701mm","100.322866mm","B","45","10pF 3KV",
"C4","C_1812_HandSoldering","10.537689mm","115.376524mm","10.537689mm","115.376524mm","12.588299mm","117.427134mm","B","225","10pF 3KV",
"C40","C_1812_HandSoldering","87.5mm","35.75mm","87.5mm","35.75mm","87.5mm","38.65mm","B","270","10pF 3KV",
"C41","C_1812_HandSoldering","92.53033mm","32.883883mm","92.53033mm","32.883883mm","94.58094mm","34.934493mm","B","225","10pF 3KV",
